pDC,t.user,t.system,t.elapsed
-94.55429817490136,298.1259999999984,4.640999999999963,93.60999999999876
-94.561552326116,304.8620000000001,5.537000000000035,97.22100000000137
-94.56338239705896,298.5339999999983,4.307000000000016,93.55699999999888
-94.57210483776801,284.40200000000004,4.460000000000008,87.78500000000167
-94.56203660396939,292.2609999999995,3.9890000000000327,90.71600000000035
-94.5571855581954,291.5390000000016,4.5219999999999345,90.69700000000012
-94.55243896146723,285.0610000000006,4.8320000000000505,89.13299999999981
-94.56144006129014,298.6389999999992,4.328000000000003,99.44200000000092
-94.54332427708152,287.57700000000204,4.522999999999968,89.42499999999927
-94.5782491117515,287.1629999999964,4.664999999999964,90.97099999999955
-94.54584532823709,290.07200000000057,3.9879999999999995,90.45100000000093
-94.54144060171578,293.36200000000053,5.068000000000012,95.97600000000057
-94.56000205998978,283.2300000000014,5.399999999999949,88.37599999999838
-94.59073954698259,288.4180000000006,4.757000000000033,88.94499999999971
-94.55894528320509,288.0999999999972,6.065999999999974,91.86599999999999
-94.5498285452488,295.7230000000004,5.836999999999989,93.39500000000044
-94.5713591644042,300.64200000000164,4.214000000000027,96.73300000000017
-94.55736337026299,289.04499999999825,6.436999999999983,95.75799999999981
-94.5436379125451,280.467000000001,4.4809999999999945,88.97699999999895
-94.55099604296048,298.4319999999989,4.901000000000039,94.51299999999901
-94.54910225664123,295.0800000000022,4.404999999999944,96.125
-94.55253954467078,291.9849999999983,4.048000000000002,96.52199999999903
-94.53742537783914,293.0510000000013,4.668999999999983,91.1299999999992
-94.53826450913347,288.45800000000054,4.585000000000008,93.46800000000076
-94.56202371053065,292.7139999999981,5.579000000000036,98.71500000000015
-94.5657051199607,289.2280000000019,5.358000000000004,92.64800000000105
-94.53241098918909,290.5179999999982,4.4909999999999854,92.90400000000045
-94.56780472589547,293.4379999999992,4.363999999999976,90.50400000000081
-94.55724194084796,291.01700000000073,4.680000000000007,94.43499999999949
-94.5646873087027,285.34700000000066,5.0020000000000095,89.55799999999908
-94.56057488258121,284.65000000000146,4.2450000000000045,88.00400000000081
-94.55361868441148,284.7330000000002,5.250000000000028,90.89100000000144
-94.56259170583643,294.248999999998,4.812999999999988,91.75799999999981
-94.5634053098068,291.00599999999986,5.083999999999975,93.82400000000052
-94.5538118279672,298.59800000000087,4.825999999999965,94.21999999999935
-94.54310771518533,293.72800000000143,4.453999999999979,94.49200000000019
-94.5532618709077,292.38099999999713,4.4950000000000045,93.66199999999844
-94.55494438673381,290.4609999999989,3.9960000000000093,88.82499999999891
-94.55021545433712,297.74300000000494,5.276999999999987,96.32099999999991
-94.55786892287016,294.5889999999995,4.150000000000006,93.04999999999927
-94.55898364358173,296.5779999999986,4.8860000000000525,95.21399999999994
-94.55274514697736,298.72699999999895,5.088999999999999,96.42500000000109
-94.54778051789599,296.3530000000037,5.718000000000018,94.03100000000086
-94.53829907488547,305.925999999994,4.278999999999968,95.67200000000048
-94.54471741435188,288.28100000000177,5.181999999999988,94.05499999999847
-94.55268329198323,290.04100000000335,4.747000000000071,92.01499999999942
-94.57145550128305,289.69500000000016,5.3870000000000005,90.24599999999919
-94.56259442545654,280.3879999999999,4.8589999999999804,89.29500000000007
-94.5548426705001,281.62499999999545,5.269999999999982,90.76500000000124
-94.54958128886801,281.5660000000007,5.3489999999999895,92.82899999999972
-94.5556148817255,302.3119999999999,4.470000000000027,95.38200000000143
-94.57358260559062,291.286999999998,5.626999999999953,91.0570000000007
-94.54243873539058,295.4740000000038,4.354000000000042,93.38299999999981
-94.56348538888932,292.9370000000008,5.156999999999982,92.58899999999994
-94.55903567875986,290.1899999999996,5.229000000000042,91.94599999999991
-94.57816517704025,297.76900000000205,5.331000000000017,98.40799999999945
-94.53942914350901,302.8329999999946,4.834000000000003,92.90899999999965
-94.52183985352468,290.72700000000395,5.725000000000023,91.67199999999866
-94.54787159895574,297.4849999999951,5.576999999999998,102.37200000000121
-94.5499821774507,294.4410000000071,5.52800000000002,92.95300000000134
-94.58400684629187,282.2949999999969,4.579000000000008,90.93399999999929
-94.54303898094996,286.6119999999969,4.782000000000039,89.52800000000025
-94.57305891005653,295.5300000000034,5.406999999999982,92.45600000000013
-94.55577709474542,286.4789999999998,5.105999999999938,93.00200000000041
-94.5546056257437,291.4059999999995,5.488999999999976,93.97500000000036
-94.56113077023755,294.867000000002,5.2690000000000055,95.54000000000087
-94.5750907945906,306.1259999999984,5.301999999999964,96.75600000000122
-94.54200627763566,281.72199999999884,5.287000000000035,92.90300000000025
-94.56126814149364,298.7500000000009,4.677000000000021,92.46099999999933
-94.56169863806296,292.4079999999972,5.214999999999975,95.33099999999831
-94.56205280262836,279.39400000000524,4.753000000000043,92.32099999999991
-94.55962671583033,299.6029999999978,4.714999999999918,93.09200000000055
-94.54913958390136,295.13900000000194,4.86400000000009,94.08400000000074
-94.57083199942,301.1659999999997,4.40300000000002,96.94700000000012
-94.54987133258876,284.0779999999954,4.567999999999927,89.85200000000077
-94.55747597156903,285.23400000000447,4.908999999999935,91.10800000000017
-94.5443350827858,286.70600000000013,4.9640000000000555,90.5659999999989
-94.55977124808574,308.76699999999664,4.591999999999928,97.20799999999872
-94.55722649746002,278.0050000000024,4.999000000000024,89.48399999999856
-94.53377065808206,279.0859999999998,4.9979999999999905,91.80799999999908
-94.55136906217717,302.8729999999996,5.419000000000096,97.15099999999984
-94.5623772267417,287.8079999999991,5.540999999999997,94.46000000000095
-94.57021602423296,299.079999999999,4.768000000000029,96.2510000000002
-94.54842342460574,283.0859999999989,4.776999999999987,89.4439999999995
-94.56389078291461,289.93800000000283,4.635000000000105,89.47500000000036
-94.56978069784884,293.7510000000025,4.245999999999924,96.87199999999939
-94.56237798141235,288.07899999999927,4.470999999999947,90.9940000000006
-94.55386430438534,295.12700000000086,4.663000000000011,99.16800000000148
-94.55134564497597,286.4230000000016,4.854999999999961,91.6140000000014
-94.55375398033529,295.9149999999968,4.719000000000051,94.06100000000151
-94.55012367410049,288.9400000000028,5.055000000000007,95
-94.55841920052586,297.1429999999955,5.338000000000022,96.26599999999962
-94.5695691070381,292.7549999999983,4.824999999999989,94.09999999999854
-94.54869523344627,291.3440000000037,4.879999999999939,93.06399999999849
-94.56566239727334,285.4159999999997,4.528000000000077,95.0010000000002
-94.55524185795343,290.4299999999962,4.352000000000032,92.01699999999983
-94.56880329840004,304.45800000000054,6.081999999999937,96.58599999999933
-94.56018221216789,306.54400000000214,4.689000000000021,95.16700000000128
-94.54533386833559,285.51200000000017,5.354000000000042,89.21399999999994
-94.55737322833112,288.06599999999844,5.434999999999945,89.8849999999984
