pDC,t.user,t.system,t.elapsed
-95.69611474216468,348.7590000000023,4.853000000000009,112.80099999999948
-95.69002195058431,352.0980000000036,4.851000000000113,110.3189999999995
-95.70857179822761,344.55699999999524,5.79400000000004,108.22799999999916
-95.69275501874291,337.80700000000434,6.013999999999953,108.45800000000236
-95.6850395218469,332.04799999999705,4.870999999999981,103.9330000000009
-95.67710703468714,344.1680000000042,5.242999999999995,106.42799999999988
-95.68475266695333,354.53899999999976,5.433999999999912,111.41799999999785
-95.67416519731064,347.3189999999995,5.2140000000000555,105.39400000000023
-95.71794363665336,330.9689999999937,4.949000000000012,108.25700000000143
-95.70647642349353,326.0690000000059,5.741000000000042,101.06500000000233
-95.69260557552577,351.2659999999978,5.014999999999986,108.09199999999691
-95.71699005196447,340.8349999999973,5.529999999999973,104.02799999999843
-95.68360260115418,342.8210000000008,5.197999999999979,104.3760000000002
-95.69287478527977,340.5510000000031,5.154999999999973,104.36000000000058
-95.69837407398357,334.66199999999753,5.036000000000001,102.65699999999924
-95.69167622078787,337.6140000000023,5.643999999999892,106.22200000000157
-95.68910576692495,337.7560000000012,5.462999999999965,104.25499999999738
-95.69468197370568,338.3849999999984,5.399999999999977,107.56500000000233
-95.68375827768766,334.34699999999884,5.149000000000001,103.29100000000108
-95.67566095091327,336.130000000001,5.740000000000009,105.70699999999852
-95.71028104328107,339.05199999999695,5.34499999999997,107.52600000000166
-95.68234379071437,341.00500000000375,5.176000000000045,106.2619999999988
-95.71554128372158,335.02899999999863,5.781000000000006,105.49799999999959
-95.71803585466208,336.7689999999984,5.239000000000033,103.00499999999738
-95.70463315315453,341.94600000000446,5.184999999999945,105.46099999999933
-95.70003655187705,339.8329999999978,5.705999999999904,106.60199999999895
-95.6899320274293,336.83699999999953,4.815000000000111,105.33000000000175
-95.68794093735812,345.686999999999,5.893999999999949,107.40299999999843
-95.68962656444963,326.9230000000007,4.357000000000028,105.37900000000081
-95.70201115253174,355.8979999999974,4.5330000000000155,106.97400000000198
-95.69872468493867,339.01800000000094,5.413999999999987,107.10900000000038
-95.7108470681858,344.7900000000027,5.7350000000000705,108.24699999999939
-95.69707209829767,339.7559999999985,4.674999999999898,103.22299999999814
-95.6935890828648,347.7390000000023,5.3729999999999905,108.74300000000221
-95.70313354306195,335.3090000000011,5.3770000000000095,104.30999999999767
-95.71719966834601,340.91099999999824,4.778000000000077,105.1929999999993
-95.70405089897581,348.6309999999976,6.885999999999967,108.36800000000221
-95.69095175889012,337.34099999999944,5.226000000000056,104.86100000000079
-95.68139348984062,331.016000000006,5.845999999999947,108.87199999999939
-95.70637773036873,347.3159999999998,5.125000000000057,105.77899999999863
-95.68701616614271,332.2919999999949,5.835000000000036,106.03499999999985
-95.67635406978182,324.1810000000023,4.430000000000007,98.74099999999817
-95.70748065509694,345.3100000000022,5.684000000000083,108.09099999999671
-95.70217020576038,340.85299999999734,5.345000000000027,104.24799999999959
-95.71968113183125,340.57800000000316,5.447999999999979,105.0109999999986
-95.70884866477665,348.91799999999876,4.86400000000009,106.8080000000009
-95.67478670442475,340.41199999999753,5.161000000000058,107.87700000000041
-95.69841513610659,336.04400000000624,5.903999999999883,106.00900000000183
-95.70800012442776,327.72599999999693,4.574000000000012,104.73400000000038
-95.69982110681345,328.19500000000244,4.915000000000077,99.96199999999953
-95.72217330249083,347.0289999999977,6.20900000000006,107.09100000000035
-95.70019871815734,343.6320000000005,5.935999999999979,113.1919999999991
-95.69640219492668,351.53199999999197,5.58299999999997,108.19700000000012
-95.72039651832523,342.85000000000946,5.234000000000037,103.61999999999898
-95.68083490059368,336.42499999998927,6.581000000000017,108.21600000000035
-95.6783431499577,335.8020000000042,5.591000000000008,107.2400000000016
-95.6930691416414,349.07800000000225,5.54099999999994,108.98599999999715
-95.70063449210805,337.68499999999585,4.735000000000014,106.44800000000032
-95.67353245831828,357.920000000001,5.271000000000015,109
-95.70029532021663,330.1399999999967,4.7649999999999295,102.26699999999983
-95.69654658961424,332.5490000000009,4.8349999999999795,103.90699999999924
-95.69690969910049,344.8840000000064,5.915999999999997,105.99699999999939
-95.67817911967892,347.32000000000517,7.602000000000032,105.8259999999973
-95.69334871720321,336.58000000000175,5.1879999999998745,106.04000000000087
-95.68647952133959,339.62099999999464,4.918999999999926,105.15799999999945
-95.70219282879177,337.9899999999916,5.235000000000127,105.35299999999916
-95.69245789507944,337.78900000000704,4.702000000000055,106.12900000000081
-95.69858954829031,328.00399999999536,4.464999999999975,99.54999999999927
-95.70284545812417,353.9970000000085,4.525000000000091,108.28900000000067
-95.71984795117686,350.65399999998954,4.789999999999964,109.84300000000076
-95.69525751036255,332.9380000000101,6.1580000000000155,106.59000000000015
-95.70415566403739,342.26099999999315,6.894999999999925,106.34599999999773
-95.68453329758498,322.0359999999946,5.426999999999964,98.5560000000005
-95.7008759975075,333.10699999999997,6.641999999999996,107.11399999999776
-95.69232612611839,334.85400000000664,6.104000000000042,108.34000000000015
-95.7033287427387,339.186999999999,5.934000000000026,103.15399999999863
-95.69522393648741,335.06799999999475,5.2900000000000205,102.60800000000017
-95.7052627403376,341.892000000008,4.948999999999955,107.10499999999956
-95.68673300041175,339.69299999999294,4.978999999999985,104.90699999999924
-95.70022074816166,334.45700000001216,4.960000000000036,103.31399999999849
