pDC,t.user,t.system,t.elapsed
-104.18914560468984,182.106,2.039,58.75999999999999
-104.18642195865283,179.06300000000002,2.3910000000000005,57.68899999999999
-104.17810645390013,176.10299999999995,2.101,55.328
-104.1861817592544,178.51800000000003,1.884,57.370000000000005
-104.19127272690409,183.352,1.807,56.92599999999999
-104.15941734330788,174.19599999999997,1.8099999999999996,55.435
-104.1848335103499,180.46699999999996,2.288000000000001,58.30500000000001
-104.16823916357595,171.9600000000001,1.8239999999999998,53.666
-104.18175889219553,188.94499999999994,2.4990000000000006,60.712999999999965
-104.18380654745664,181.3190000000001,1.862000000000001,56.98299999999995
-104.17758189675274,177.50699999999992,2.0599999999999987,55.21100000000001
-104.18319106327297,181.00199999999987,2.0229999999999997,57.381000000000085
-104.17153176680945,171.72199999999995,2.193999999999999,55.894000000000005
-104.17150435237167,174.33400000000032,2.081999999999999,56.884000000000015
-104.18018170363617,176.72999999999976,1.770999999999999,56.11200000000008
-104.16905613985642,187.64700000000028,2.317,61.00999999999999
-104.17808255415801,176.577,2.417,55.43899999999985
-104.17304664662566,174.6609999999997,2.1639999999999997,55.16100000000006
-104.17335495291138,181.04400000000007,1.9800000000000004,56.38599999999997
-104.17953847641016,177.194,2.394,57.98000000000002
-104.17253710943385,186.72799999999984,1.9949999999999992,62.22399999999993
-104.17827483155992,184.9110000000004,2.3839999999999986,57.06899999999996
-104.1848964144543,189.8459999999996,2.803000000000001,59.41399999999999
-104.18733918159968,177.58300000000025,2.538999999999991,54.7829999999999
-104.17396424503542,174.46499999999997,2.796999999999997,56.820000000000164
-104.16590411585554,177.48399999999958,2.386999999999997,55.952999999999975
-104.17830216034938,182.3700000000003,1.9420000000000002,59.327999999999975
-104.18600663908298,176.65900000000028,2.173999999999996,58.38999999999987
-104.17385121567445,176.14999999999964,1.911999999999999,56.75
-104.1746923013409,177.26900000000023,2.021000000000001,54.565000000000055
-104.18547317891117,178.50500000000034,2.3080000000000034,56.4820000000002
-104.1741279461825,175.15799999999967,2.139999999999997,54.13799999999992
-104.17335993342223,181.80699999999973,2.2970000000000006,58.447999999999865
-104.18467659568776,181.2620000000004,2.193999999999999,56.608999999999924
-104.18022585742051,179.22600000000023,2.0120000000000005,56.43099999999981
-104.18448209026216,181.2319999999998,2.1290000000000013,56.422000000000025
-104.17636452981222,176.81300000000022,2.184000000000001,56.30000000000018
-104.1804453415439,186.03999999999957,2.086999999999996,59.27200000000039
-104.18596120959702,179.7299999999999,2.155000000000001,57.891000000000076
-104.17387888244514,179.9449999999997,2.0010000000000012,58.55600000000004
-104.17672932031113,173.25200000000075,1.868000000000002,55.577999999999975
-104.18422646208705,173.78699999999913,2.186,55.253999999999905
-104.1699406997516,180.53200000000015,2.521000000000008,58.36400000000003
-104.1751910454365,173.13900000000046,2.4269999999999925,54.09400000000005
-104.18778430000455,176.51199999999994,2.460000000000008,54.52300000000014
-104.17934369131538,187.64899999999966,2.5420000000000016,58.78500000000031
-104.18050492639466,183.3130000000001,2.2809999999999917,56.54099999999971
-104.17045832692284,178.14800000000037,1.8160000000000167,55.909000000000106
-104.17586109407833,181.13800000000003,2.1069999999999993,57.02299999999968
-104.18269718603152,181.52999999999952,1.9310000000000045,58.04800000000023
-104.17296322154135,171.25300000000107,1.9810000000000016,54.152000000000044
-104.1675493149875,186.7850000000002,2.210000000000001,61.371999999999844
-104.18296496604562,192.11399999999935,2.5309999999999917,60.340000000000146
-104.18010989868118,183.12599999999918,2.0970000000000013,58.39000000000033
-104.16922881446995,176.9070000000005,2.2460000000000093,56.77099999999973
-104.18268371777197,176.817,2.1679999999999993,54.534999999999854
-104.18430801658835,179.10799999999972,1.92199999999999,56.92599999999993
-104.16984850288596,183.4910000000009,1.8399999999999963,57.65899999999965
-104.1778330133878,182.89200000000005,1.8279999999999959,59.54800000000023
-104.17309115629882,181.72799999999995,2.04999999999999,56.58100000000013
-104.1842325387945,180.5659999999989,1.956000000000003,59.18199999999979
-104.17256429892267,176.88600000000088,2.271000000000001,55.072999999999865
-104.1830470426966,184.21599999999944,3.621000000000002,56.5949999999998
-104.17268962061047,190.53000000000077,2.183,58.876000000000204
-104.1780114465868,170.57399999999916,2.539999999999999,55.13599999999997
