bf,pC,pCD,pD,t.user,t.system,t.elapsed
0.2631578947368421,0.0076,0.002,-94.40028963806441,249.08299999999963,3.450999999999965,75.10800000000017
0.17241379310344826,0.007733333333333333,0.0013333333333333333,-94.4021627895275,248.41700000001038,3.6140000000000327,75.56500000000233
0.23728813559322037,0.007866666666666666,0.0018666666666666666,-94.40766416372968,250.23899999999958,4.272999999999911,74.72999999999956
0.18032786885245902,0.008133333333333333,0.0014666666666666667,-94.40642713664673,248.45899999999438,3.515000000000043,75.68599999999788
0.22137404580152673,0.008733333333333333,0.0019333333333333333,-94.39976191327936,245.983000000002,4.1370000000000005,77.78199999999924
0.16037735849056606,0.007066666666666666,0.0011333333333333334,-94.40604410344768,249.02099999999518,3.6920000000000073,74.43500000000131
0.15384615384615385,0.009533333333333333,0.0014666666666666667,-94.41698464461224,249.63800000000447,3.4120000000000914,75.21900000000096
0.30303030303030304,0.0066,0.002,-94.40785871235825,245.83299999999872,4.094000000000051,73.17799999999988
0.20168067226890757,0.007933333333333334,0.0016,-94.40894117640997,250.63200000000234,3.8420000000000414,76.98500000000058
0.1970802919708029,0.009133333333333334,0.0018,-94.40634770770613,249.8500000000031,3.3349999999999795,76.03499999999985
0.23584905660377362,0.007066666666666666,0.0016666666666666668,-94.40775928431714,252.3809999999985,3.451999999999998,78.58899999999994
0.26363636363636367,0.007333333333333333,0.0019333333333333333,-94.42796044372608,246.9799999999941,3.738999999999919,73.96600000000035
0.12408759124087591,0.009133333333333334,0.0011333333333333334,-94.40823556537964,250.65600000000904,3.942000000000064,76.44699999999648
0.13445378151260504,0.007933333333333334,0.0010666666666666667,-94.41062608281526,241.8379999999961,3.322999999999979,73.19599999999991
0.232,0.008333333333333333,0.0019333333333333333,-94.40454009400645,243.88000000000466,3.657000000000039,74.28000000000247
0.17518248175182483,0.009133333333333334,0.0016,-94.40390044919378,247.23899999998775,4.784999999999968,75.86799999999857
0.24603174603174605,0.0084,0.0020666666666666667,-94.3973109180842,251.6880000000101,3.1520000000000437,75.7019999999975
0.2142857142857143,0.0084,0.0018,-94.41554815376132,250.69600000000355,4.060999999999979,77.13800000000265
0.3195876288659794,0.006466666666666667,0.0020666666666666667,-94.39062913721038,250.7509999999911,3.5309999999998922,74.32200000000012
0.12000000000000001,0.008333333333333333,0.001,-94.41501035038571,244.80600000000777,4.268000000000029,73.94499999999971
0.22123893805309736,0.007533333333333334,0.0016666666666666668,-94.40674276298118,246.2649999999976,3.598000000000013,74.08500000000276
0.17931034482758618,0.009666666666666667,0.0017333333333333333,-94.40476465253909,258.9439999999904,2.9640000000000555,78.80199999999968
0.17355371900826447,0.008066666666666666,0.0014,-94.40434320829624,253.28700000001027,3.4699999999999704,78.54499999999825
0.12977099236641224,0.008733333333333333,0.0011333333333333334,-94.41819174225688,256.0169999999898,3.988999999999919,77.02300000000105
0.18461538461538463,0.008666666666666666,0.0016,-94.41832972557756,252.89400000000478,3.47099999999989,79.11599999999817
0.24545454545454545,0.007333333333333333,0.0018,-94.41946922091493,244.34100000000035,3.6469999999999914,73.85100000000239
0.10869565217391305,0.0092,0.001,-94.40738515554978,260.9080000000067,4.081000000000017,82.06700000000274
0.1956521739130435,0.0092,0.0018,-94.41302066275495,247.77999999999065,3.444000000000017,75.05199999999968
0.16964285714285712,0.007466666666666667,0.0012666666666666666,-94.39573609234114,254.0709999999999,3.872000000000014,76.53600000000006
0.264,0.008333333333333333,0.0022,-94.41331115084385,251.90299999999843,3.3349999999999795,76.00900000000183
0.19491525423728817,0.007866666666666666,0.0015333333333333334,-94.39100373431731,252.5110000000086,3.8659999999999854,76.40199999999822
0.1984732824427481,0.008733333333333333,0.0017333333333333333,-94.40343219669165,257.4289999999901,3.680000000000007,80.95800000000236
0.16521739130434782,0.007666666666666666,0.0012666666666666666,-94.41992906186877,247.920000000011,4.2660000000000196,76.37299999999959
0.26999999999999996,0.006666666666666667,0.0018,-94.41316816924166,244.76499999999396,3.7329999999999472,73.70499999999811
0.24528301886792453,0.007066666666666666,0.0017333333333333333,-94.4344797607641,249.51400000000285,3.994000000000085,74.53499999999985
0.19014084507042253,0.009466666666666667,0.0018,-94.40336614529548,245.38699999999426,3.338999999999942,73.93899999999849
0.34313725490196084,0.0068,0.0023333333333333335,-94.41409424060004,245.17300000000068,3.8159999999999172,74.92900000000009
0.25641025641025644,0.0078,0.002,-94.40245344900805,249.14799999999832,3.3150000000000546,76.40499999999884
0.11194029850746269,0.008933333333333333,0.001,-94.40746697409595,249.32700000000932,4.033999999999992,75.59300000000076
0.14383561643835616,0.009733333333333333,0.0014,-94.4150265421291,246.34000000000378,3.7970000000000255,76.36599999999817
0.25619834710743805,0.008066666666666666,0.0020666666666666667,-94.39903661053705,251.40199999999004,4.396000000000072,78.18700000000172
0.20512820512820515,0.0078,0.0016,-94.40678284662306,252.7440000000006,3.8330000000000837,78.21600000000035
0.20338983050847462,0.007866666666666666,0.0016,-94.3936197631468,255.3389999999963,3.865000000000009,79.84600000000137
0.24778761061946902,0.007533333333333334,0.0018666666666666666,-94.4127062860394,246.5000000000009,3.7089999999999463,74.24399999999878
0.2137404580152672,0.008733333333333333,0.0018666666666666666,-94.41045854082313,248.6250000000091,4.441000000000031,78.26299999999901
0.21666666666666665,0.008,0.0017333333333333333,-94.41793835952328,247.10799999999017,4.109000000000037,75.68799999999828
0.18705035971223022,0.009266666666666666,0.0017333333333333333,-94.39605821701717,252.6880000000001,4.217999999999961,75.61999999999898
0.15789473684210525,0.0076,0.0012,-94.41448583994513,246.89800000000741,4.014999999999986,76.64099999999962
0.1764705882352941,0.007933333333333334,0.0014,-94.38836273738002,245.33699999998953,4.899000000000001,75.68799999999828
0.17757009345794392,0.0071333333333333335,0.0012666666666666666,-94.41011417399193,259.78700000000663,4.21000000000015,80.76499999999942
0.1639344262295082,0.008133333333333333,0.0013333333333333333,-94.40539497046315,251.33800000000156,3.2579999999999245,75.54899999999907
0.24793388429752067,0.008066666666666666,0.002,-94.4047622529069,252.06800000000567,3.2269999999999754,76.29000000000087
0.2142857142857143,0.0084,0.0018,-94.40321042810513,253.4519999999875,3.6469999999999345,76.00299999999697
0.17857142857142858,0.007466666666666667,0.0013333333333333333,-94.40567212630206,246.62300000000414,3.0950000000000273,73.54000000000087
0.14705882352941174,0.009066666666666667,0.0013333333333333333,-94.402268900151725,245.68600000000424,3.274000000000001,74.67900000000009
0.2195121951219512,0.0082,0.0018,-94.40499742397367,256.35999999999785,3.4979999999999336,78.3660000000018
0.18181818181818182,0.0088,0.0016,-94.4197048155134,252.4159999999938,3.5890000000000555,76.32400000000052
0.1904761904761905,0.0084,0.0016,-94.39570217536648,251.925000000012,3.7080000000000837,76.81499999999869
0.14705882352941174,0.009066666666666667,0.0013333333333333333,-94.40511062377286,247.41599999999562,3.8239999999999554,75.64700000000084
0.20338983050847462,0.007866666666666666,0.0016,-94.40020872914957,249.09100000000308,3.616999999999962,75.10399999999936
0.1652892561983471,0.008066666666666666,0.0013333333333333333,-94.40099038596324,252.80999999999312,4.1400000000001,76.67599999999948
0.17460317460317462,0.0084,0.0014666666666666667,-94.41477724934064,246.7530000000088,3.2830000000000155,73.52999999999884
0.2346938775510204,0.006533333333333334,0.0015333333333333334,-94.39734389545771,254.07399999999507,3.3519999999999754,75.99399999999878
0.1241830065359477,0.0102,0.0012666666666666666,-94.40887801536437,244.96600000000308,3.7220000000000937,76.5109999999986
0.25663716814159293,0.007533333333333334,0.0019333333333333333,-94.40550366561881,252.46699999999237,3.67999999999995,75.8269999999975
0.22834645669291337,0.008466666666666667,0.0019333333333333333,-94.41153200443273,256.2090000000062,3.701999999999998,78.58100000000195
0.2540983606557377,0.008133333333333333,0.0020666666666666667,-94.40036196262965,251.08500000000095,3.7760000000000673,77.5109999999986
0.18032786885245902,0.008133333333333333,0.0014666666666666667,-94.39449325228048,253.47099999999682,4.33299999999997,77.77000000000044
0.32673267326732675,0.006733333333333333,0.0022,-94.40353618603089,243.56400000000212,3.5499999999999545,72.78000000000247
0.22429906542056074,0.0071333333333333335,0.0016,-94.41214507015275,242.3399999999947,4.300000000000182,74.37800000000061
0.14035087719298248,0.0076,0.0010666666666666667,-94.40224989137043,247.68600000000697,3.953999999999951,75.22399999999834
0.1328125,0.008533333333333334,0.0011333333333333334,-94.40126127911479,245.62899999999536,3.72199999999998,76.59999999999854
0.29,0.006666666666666667,0.0019333333333333333,-94.41133356387697,256.2860000000055,3.7229999999999563,78.55400000000009
0.2265625,0.008533333333333334,0.0019333333333333333,-94.41295635227208,249.7799999999961,4.057999999999993,76.06399999999849
0.23622047244094485,0.008466666666666667,0.002,-94.40488797275687,250.58599999999024,3.8600000000000136,77.48799999999756
0.2835820895522388,0.008933333333333333,0.002533333333333333,-94.39374397746236,247.41300000000774,3.783999999999992,77.11000000000058
0.15555555555555556,0.009,0.0014,-94.41949936410829,249.0669999999991,3.365000000000009,75.89400000000023
0.23931623931623933,0.0078,0.0018666666666666666,-94.40357542014479,253.22199999999793,4.9950000000000045,77.50300000000061
0.2644628099173554,0.008066666666666666,0.0021333333333333334,-94.40726918958414,250.86400000000685,3.9289999999999736,77.8179999999993
0.1437908496732026,0.0102,0.0014666666666666667,-94.41192345651538,251.64399999999932,3.83400000000006,76.77399999999761
0.13846153846153847,0.008666666666666666,0.0012,-94.41064024782658,246.06699999999182,4.2299999999999045,74.53499999999985
0.22368421052631582,0.010133333333333333,0.002266666666666667,-94.40037030568443,243.44100000000253,4.821999999999889,74.07299999999668
0.17266187050359713,0.009266666666666666,0.0016,-94.41569490999656,248.96600000000035,3.622000000000071,75.31600000000253
0.17687074829931973,0.0098,0.0017333333333333333,-94.40546841194868,247.31000000000313,3.27800000000002,73.92499999999927
0.16,0.008333333333333333,0.0013333333333333333,-94.40470394705564,251.90100000000075,3.8829999999999245,77.55999999999767
0.216,0.008333333333333333,0.0018,-94.41095362507956,252.76500000000397,4.222999999999956,76.15399999999863
0.1937984496124031,0.0086,0.0016666666666666668,-94.41405377559536,254.26499999999487,4.163000000000011,77.80099999999948
0.2815533980582524,0.006866666666666667,0.0019333333333333333,-94.41318366033852,245.24900000000343,3.085999999999899,74.48099999999977
0.171875,0.008533333333333334,0.0014666666666666667,-94.4046118566524,247.86099999999715,3.0610000000000355,75.93800000000192
0.22608695652173913,0.007666666666666666,0.0017333333333333333,-94.39405534927893,253.41799999999603,3.685000000000059,76.53600000000006
0.2096774193548387,0.008266666666666667,0.0017333333333333333,-94.4241357382596,250.1399999999985,3.842999999999961,75.49699999999939
0.24137931034482757,0.007733333333333333,0.0018666666666666666,-94.41922786119744,252.6810000000105,4.142999999999915,75.7400000000016
0.2616822429906542,0.0071333333333333335,0.0018666666666666666,-94.40975380332259,251.8389999999963,3.8579999999998336,77.43800000000192
0.12781954887218047,0.008866666666666667,0.0011333333333333334,-94.38732668966007,245.1670000000022,4.364000000000033,74.8259999999973
0.2537313432835821,0.008933333333333333,0.002266666666666667,-94.3998639918547,248.4139999999934,3.2350000000000136,76.10000000000218
0.2222222222222222,0.0078,0.0017333333333333333,-94.40574323877414,249.68399999999565,4.168000000000006,75.65499999999884
0.17073170731707316,0.0082,0.0014,-94.4223306769414,248.7480000000096,3.745999999999867,74.2990000000027
0.1838235294117647,0.009066666666666667,0.0016666666666666668,-94.41295248880196,256.38900000000194,3.177000000000021,77.96800000000076
0.23893805309734512,0.007533333333333334,0.0018,-94.40348780219847,250.4749999999949,3.9860000000001037,75.67900000000009
0.11290322580645161,0.008266666666666667,9.333333333333333e-4,-94.39310440298549,246.53899999999612,3.199999999999932,74.82099999999991
